,Unnamed: 0,recordId,callKey,callDateTime,priority,district,description,callNumber,incidentLocation,location,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,ZIPCode,ESRI_OID,geo,point,latitude,longitude,altitude
15,3741,11621899,6101020A6397D364,2022/12/12 20:20:00+00,High,CD,AGGRAV ASSAULT,P223464401,400 W LOMBARD ST,400 W LOMBARD ST BALTIMORE MD,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,21201.0,483649,"Jano, 400, West Lombard Street, Chinatown, Downtown, Baltimore, Maryland, 21201, United States","(39.2876143, -76.6212646, 0.0)",39.2876143,-76.6212646,0.0
16,3742,11629745,6101020A6399E6D7,2022/12/14 10:08:00+00,High,SW,AUTO ACC/INJURY,P223481925,5200 BALTIMORE NATIONAL PI,5200 BALTIMORE NATIONAL PI BALTIMORE MD,Westgate,Southwestern,823.0,8.0,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.03,21229.0,483693,,"(None, None, None)",,,
17,3743,11630125,6101020A639A04C6,2022/12/14 12:15:00+00,High,SD,ATT SUICIDE-VIOL,P223482483,800 W CROSS ST,800 W CROSS ST BALTIMORE MD,Washington Village/Pigtown,Southern,932.0,10.0,D7,Washington Village/Pigtown,Census Tract 2101,21230.0,483699,"800, West Cross Street, Washington Village/Pigtown, Baltimore, Maryland, 21230, United States","(39.2802, -76.628753, 0.0)",39.2802,-76.628753,0.0
18,3744,11632739,6101020A639AA6EC,2022/12/14 23:47:00+00,High,ED,COMMON ASSAULT,P223485034,1800 DARLEY AV,1800 DARLEY AV BALTIMORE MD,Darley Park,Eastern,342.0,12.0,D5,Clifton-Berea,Census Tract 805,21213.0,483715,"Darley Avenue, Darley Park, Baltimore, Maryland, 21218, United States","(39.3150305, -76.5966047, 0.0)",39.3150305,-76.5966047,0.0
19,3745,11633205,6101020A639AC61D,2022/12/15 02:00:00+00,High,ED,COMMON ASSAULT,P223490554,1000 WILMOT CT,1000 WILMOT CT BALTIMORE MD,Oldtown,Eastern,312.0,12.0,D5,Oldtown/Middle East,Census Tract 1002,21202.0,483719,"1000, Wilmot Court, Old Town, Baltimore, Maryland, 21201, United States","(39.2994713, -76.6035091, 0.0)",39.2994713,-76.6035091,0.0
20,3746,11634078,6101020A639B1745,2022/12/15 07:47:00+00,High,ND,OVERDOSE,P223491390,LOYOLA UNIVERSITY,LOYOLA UNIVERSITY BALTIMORE MD,Loyola/Notre Dame,Northern,521.0,4.0,D2,North Baltimore/Guilford/Homeland,Census Tract 2711.01,21210.0,483742,"Loyola University, 2034, Greenspring Drive, Lutherville, Baltimore County, Maryland, 21093, United States","(39.43639005, -76.63226088572077, 0.0)",39.43639005,-76.63226088572077,0.0
21,3747,11634113,6101020A639B2034,2022/12/15 08:25:00+00,High,ED,BURGLARY,P223491522,1400 E LANVALE ST,1400 E LANVALE ST BALTIMORE MD,Oliver,Eastern,343.0,12.0,D5,Greenmount East,Census Tract 909,21213.0,483744,"East Lanvale Street, Greenmount West, Baltimore, Maryland, 21202, United States","(39.3088318, -76.6142133, 0.0)",39.3088318,-76.6142133,0.0
22,3748,11634427,6101020A639B2CBF,2022/12/15 09:18:00+00,High,SE,BURGLARY,P223491727,N FRONT ST/LOW ST,N FRONT ST and LOW ST BALTIMORE MD,Jonestown,Southeastern,211.0,12.0,D7,Oldtown/Middle East,Census Tract 2805,21202.0,483746,,"(None, None, None)",,,
23,3749,11634440,6101020A639B3DFE,2022/12/15 10:32:00+00,High,SD,AGGRAV ASSAULT,P223491998,900 W PRATT ST,900 W PRATT ST BALTIMORE MD,Hollins Market,Southern,931.0,9.0,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1803,21223.0,483754,"900, West Pratt Street, Hollins Market, Baltimore, Maryland, 21223, United States","(39.285916, -76.632881, 0.0)",39.285916,-76.632881,0.0
24,3750,11634787,6101020A639B49EC,2022/12/15 11:23:00+00,High,SE,ARMED PERSON,P223492182,600 S PRESIDENT ST,600 S PRESIDENT ST BALTIMORE MD,Inner Harbor,Southeastern,211.0,1.0,D7,Harbor East/Little Italy,Census Tract 302,21202.0,483760,"600, South President Street, Inner Harbor, Baltimore, Maryland, 21202, United States","(39.284035, -76.602759, 0.0)",39.284035,-76.602759,0.0
25,3751,11634924,6101020A639B4C64,2022/12/15 11:33:00+00,High,SW,COMMON ASSAULT,P223492227,0 S MONROE ST,0 S MONROE ST BALTIMORE MD,Boyd-Booth,Southwestern,842.0,9.0,D8,Southwest Baltimore,Census Tract 2003,21223.0,483762,"Monroe Street, County Home Park, Timonium, Baltimore County, Maryland, 21030, United States","(39.4584216, -76.6327556, 0.0)",39.4584216,-76.6327556,0.0
26,3752,11634881,6101020A639B5940,2022/12/15 12:28:00+00,High,SD,ROBBERY UNARMED,P223492430,3500 ANNAPOLIS RD,3500 ANNAPOLIS RD BALTIMORE MD,Cherry Hill,Southern,922.0,10.0,D7,Westport/Mount Winans/Lakeland,,21227.0,483763,"3500, Annapolis Road, Cherry Hill, Baltimore Highlands, Baltimore County, Maryland, 21227, United States","(39.24641, -76.64059, 0.0)",39.24641,-76.64059,0.0
0,3753,11635307,6101020A639B5F0B,2022/12/15 12:53:00+00,High,SD,AUTO ACC/INJURY,P223492534,SB I 100 S AT KEY HY,SB I 100 S AT KEY HY BALTIMORE MD,Locust Point Industrial Area,Southern,943.0,11.0,D7,South Baltimore,Census Tract 2404,21230.0,483767,,"(None, None, None)",,,
1,3754,11635108,6101020A639B667F,2022/12/15 13:25:00+00,High,ED,OVERDOSE,P223492651,E NORTH AV/N WASHINGTON ST,E NORTH AV and N WASHINGTON ST BALTIMORE MD,South Clifton Park,Eastern,331.0,12.0,D5,Greenmount East,Census Tract 805,21213.0,483771,,"(None, None, None)",,,
2,3755,11635436,6101020A639B69F4,2022/12/15 13:39:00+00,High,ED,COMMON ASSAULT,P223492716,HOLBROOK ST/E BIDDLE ST,HOLBROOK ST and E BIDDLE ST BALTIMORE MD,Oliver,Eastern,343.0,12.0,D5,Greenmount East,Census Tract 1001,21202.0,483773,,"(None, None, None)",,,
3,3756,11635426,6101020A639B6B8A,2022/12/15 13:46:00+00,High,ED,COMMON ASSAULT,P223492729,1300 VALLEY ST,1300 VALLEY ST BALTIMORE MD,Johnston Square,Eastern,311.0,12.0,D5,Greenmount East,Census Tract 909,21202.0,483774,"1300, Valley Street, Johnston Square, Baltimore, Maryland, 21202, United States","(39.305086, -76.605227, 0.0)",39.305086,-76.605227,0.0
4,3757,11636224,6101020A639BA609,2022/12/15 17:56:00+00,High,ND,DISCHRG FIREARM,P223493690,E COLD SPRING LN/IVANHOE AV,E COLD SPRING LN and IVANHOE AV BALTIMORE MD,Richnor Springs,Northern,524.0,4.0,D2,Greater Govans,Census Tract 2710.01,21212.0,483781,,"(None, None, None)",,,
5,3758,11637708,6101020A639C0B05,2022/12/16 01:07:00+00,High,SD,COMMON ASSAULT,P223500275,4100 MARIBAN CT,4100 MARIBAN CT BALTIMORE MD,Brooklyn,Southern,913.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,21225.0,483797,"4100, Mariban Court, Brooklyn, Baltimore, Maryland, 21225, United States","(39.229427, -76.598032, 0.0)",39.229427,-76.598032,0.0
6,3759,11639130,6101020A639C8250,2022/12/16 09:36:00+00,High,CD,COMMON ASSAULT,P223501628,300 N CHARLES ST,300 N CHARLES ST BALTIMORE MD,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,21201.0,483830,"300 North Charles, 300, North Charles Street, Chinatown, Downtown, Baltimore, Maryland, 21201, United States","(39.2927146, -76.6154533, 0.0)",39.2927146,-76.6154533,0.0
7,3760,11639407,6101020A639C9536,2022/12/16 10:56:00+00,High,CD,COMMON ASSAULT,P223501936,0 N HOWARD ST,0 N HOWARD ST BALTIMORE MD,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,21201.0,483836,"North Howard Street, Mid-Town Belvedere, Baltimore, Maryland, 21201, United States","(39.3020228, -76.6203035, 0.0)",39.3020228,-76.6203035,0.0
8,3761,11639378,6101020A639C99BF,2022/12/16 11:15:00+00,High,ND,CUTTING,P223502016,5500 CRAIG AV,5500 CRAIG AV BALTIMORE MD,Mid-Govans,Northern,523.0,4.0,D2,Chinquapin Park/Belvedere,Census Tract 2708.05,21212.0,483838,"5500, Craig Avenue, Mid-Govans, Baltimore, Maryland, 21212, United States","(39.3566274, -76.6061735814784, 0.0)",39.3566274,-76.6061735814784,0.0
9,3762,11639862,6101020A639CAE87,2022/12/16 12:44:00+00,High,SE,BURGLARY,P223502359,100 S EAST AV,100 S EAST AV BALTIMORE MD,Patterson Park Neighborhood,Southeastern,222.0,1.0,D6,Patterson Park North & East,Census Tract 2610,21224.0,483846,"100, South East Avenue, Patterson Park, Highlandtown, Baltimore, Maryland, 21224, United States","(39.291118999999995, -76.5720429598081, 0.0)",39.291119,-76.5720429598081,0.0
10,3763,11640074,6101020A639CC641,2022/12/16 14:25:00+00,High,SW,AUTO ACC/INJURY,P223502672,EDMONDSON AV/UPLANDS PY,EDMONDSON AV and UPLANDS PY BALTIMORE MD,Hunting Ridge,Southwestern,822.0,8.0,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.04,21229.0,483857,,"(None, None, None)",,,
11,3764,11640281,6101020A639CD62D,2022/12/16 15:33:00+00,High,ND,AUTO ACC/INJURY,P223502867,KELLY AV/SULGRAVE AV,KELLY AV and SULGRAVE AV BALTIMORE MD,Mount Washington,Northern,533.0,5.0,D2,Mount Washington/Coldspring,Census Tract 2715.01,21209.0,483861,,"(None, None, None)",,,
12,3765,11641123,6101020A639D08A9,2022/12/16 19:09:00+00,High,NW,COMMON ASSAULT,P223503855,FOREST PARK HIGH,FOREST PARK HIGH BALTIMORE MD,Dorchester,Northwestern,621.0,6.0,D1,Dorchester/Ashburton,Census Tract 1510,21207.0,483879,"Forest Park High School, 3701, Eldorado Avenue, Dorchester, Baltimore, Maryland, 21207, United States","(39.332035250000004, -76.6891830690615, 0.0)",39.33203525,-76.6891830690615,0.0
13,3766,11641358,6101020A639D12C9,2022/12/16 19:52:00+00,High,ND,ARMED PERSON,P223504042,GREENMOUNT AV/E 0ND ST,GREENMOUNT AV and E 0ND ST BALTIMORE MD,Abell,Northern,513.0,14.0,D5,Greater Charles Village/Barclay,Census Tract 905,21218.0,483886,,"(None, None, None)",,,
14,3767,11642045,6101020A639D3903,2022/12/16 22:35:00+00,High,NW,COMMON ASSAULT,P223504665,4200 NORFOLK AV,4200 NORFOLK AV BALTIMORE MD,West Forest Park,Northwestern,641.0,6.0,D9,Forest Park/Walbrook,Census Tract 1509,21216.0,483898,"4200, Norfolk Avenue, West Forest Park, Baltimore, Maryland, 21216, United States","(39.32332955, -76.68832592200492, 0.0)",39.32332955,-76.68832592200492,0.0
15,3768,11642062,6101020A639D4321,2022/12/16 23:18:00+00,High,SD,COMMON ASSAULT,P223504770,1500 ELMTREE ST,1500 ELMTREE ST BALTIMORE MD,Curtis Bay,Southern,911.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,21226.0,483903,"1500, Elmtree Street, Curtis Bay, Baltimore, Maryland, 21226, United States","(39.22458375, -76.58977936756878, 0.0)",39.22458375,-76.58977936756878,0.0
16,3769,11642806,6101020A639D7CD5,2022/12/17 03:24:00+00,High,NW,FIRE,P223510729,5600 BLK REISTERSTOWN RD,5600 BLK REISTERSTOWN RD BALTIMORE MD,Woodmere,Northwestern,623.0,5.0,D1,Glen-Fallstaff,Census Tract 2801.01,21215.0,483927,,"(None, None, None)",,,
17,3770,11643025,6101020A639D896B,2022/12/17 04:18:00+00,High,ND,ROBBERY ARMED,P223510882,500 E 33RD ST,500 E 33RD ST BALTIMORE MD,Better Waverly,Northern,513.0,14.0,D5,The Waverlies,Census Tract 905,21218.0,483930,"US Fuel, 500, East 33rd Street, Waverly, Baltimore, Maryland, 21218, United States","(39.3287667, -76.6089404712795, 0.0)",39.3287667,-76.6089404712795,0.0
18,3771,11643328,6101020A639DA5D8,2022/12/17 06:19:00+00,High,CD,AUTO ACC/INJURY,P223511068,S PACA ST/W PRATT ST,S PACA ST and W PRATT ST BALTIMORE MD,Downtown West,Southern,941.0,11.0,D7,Inner Harbor/Federal Hill,Census Tract 401,21201.0,485390,,"(None, None, None)",,,
19,3772,11643556,6101020A639DC8CA,2022/12/17 08:48:00+00,High,NE,AUTO ACC/INJURY,P223511409,5800 PULASKI HY,5800 PULASKI HY BALTIMORE MD,Armistead Gardens,Northeastern,433.0,2.0,D6,Claremont/Armistead,Census Tract 2604.01,21205.0,485398,,"(None, None, None)",,,
20,3773,11645868,6101020A639E78A8,2022/12/17 21:19:00+00,High,ED,DISCHRG FIREARM,P223513909,BONAPARTE AV/SHERWOOD AV,BONAPARTE AV and SHERWOOD AV BALTIMORE MD,East Baltimore Midway,Eastern,342.0,12.0,D5,Midway/Coldstream,Census Tract 908,21218.0,485423,,"(None, None, None)",,,
21,3774,11645998,6101020A639E796F,2022/12/17 21:22:00+00,High,NE,COMMON ASSAULT,P223513919,5200 ANTHONY AV,5200 ANTHONY AV BALTIMORE MD,Frankford,Northeastern,443.0,2.0,D4,Cedonia/Frankford,Census Tract 2602.01,21206.0,485424,"5200, Anthony Avenue, Frankford, Baltimore, Maryland, 21206, United States","(39.33438005, -76.55023601199812, 0.0)",39.33438005,-76.55023601199812,0.0
22,3775,11646167,6101020A639E8EA9,2022/12/17 22:53:00+00,High,NW,DISCHRG FIREARM,P223514143,2400 STEELE RD,2400 STEELE RD BALTIMORE MD,Cheswolde,Northwestern,632.0,5.0,D1,Cross-Country/Cheswolde,Census Tract 2720.03,21209.0,485433,"2400, Steele Road, Cheswolde, Baltimore, Maryland, 21209, United States","(39.367749, -76.67614, 0.0)",39.367749,-76.67614,0.0
23,3776,11646633,6101020A639EA9B7,2022/12/18 00:48:00+00,High,SE,DISCHRG FIREARM,P223520182,ORLEANS ST/N ELLWOOD AV,ORLEANS ST and N ELLWOOD AV BALTIMORE MD,Ellwood Park/Monument,Southeastern,224.0,13.0,D5,Patterson Park North & East,Census Tract 601,21224.0,485443,,"(None, None, None)",,,
24,3777,11646524,6101020A639EAB16,2022/12/18 00:54:00+00,High,SE,COMMON ASSAULT,P223520205,E FAYETTE ST/N CENTRAL AV,E FAYETTE ST and N CENTRAL AV BALTIMORE MD,Dunbar-Broadway,Southeastern,211.0,12.0,D7,Harbor East/Little Italy,Census Tract 2805,21202.0,485446,,"(None, None, None)",,,
25,3778,11646477,6101020A639EADAB,2022/12/18 01:05:00+00,High,ND,AUTO ACC/INJURY,P223520247,3800 GREENMOUNT AV,3800 GREENMOUNT AV BALTIMORE MD,Guilford,Northern,542.0,14.0,D2,North Baltimore/Guilford/Homeland,Census Tract 1201,21218.0,485449,"3800, Greenmount Avenue, Guilford, Baltimore, Maryland, 21218, United States","(39.3353218, -76.6098368145453, 0.0)",39.3353218,-76.6098368145453,0.0
26,3779,11646734,6101020A639EB7C5,2022/12/18 01:48:00+00,High,SD,COMMON ASSAULT,P223520392,1000 HERNDON CT,1000 HERNDON CT BALTIMORE MD,Brooklyn,Southern,913.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,21225.0,485459,"1000, Herndon Court, Brooklyn, Baltimore, Maryland, 21225, United States","(39.22863897400123, -76.60080654257297, 0.0)",39.22863897400123,-76.60080654257297,0.0
0,3780,11646715,6101020A639EBC63,2022/12/18 02:08:00+00,High,SE,ROBBERY ARMED,P223520466,3700 FLEET ST,3700 FLEET ST BALTIMORE MD,Brewers Hill,Southeastern,233.0,1.0,D6,Highlandtown,Census Tract 2609,21224.0,485465,"Rx Pharmacy, 3700, Fleet Street, Brewers Hill, Baltimore, Maryland, 21224, United States","(39.2858744, -76.5659748, 0.0)",39.2858744,-76.5659748,0.0
1,3781,11646779,6101020A639EC1EE,2022/12/18 02:31:00+00,High,SD,ROBBERY ARMED,P223520528,3300 ROUND RD,3300 ROUND RD BALTIMORE MD,Cherry Hill,Southern,922.0,10.0,D7,Cherry Hill,Census Tract 2502.04,21225.0,485466,"3300, Round Road, Cherry Hill, Baltimore, Maryland, 21230, United States","(39.24432285, -76.62548968550058, 0.0)",39.24432285,-76.62548968550058,0.0
2,3782,11646886,6101020A639EC2EE,2022/12/18 02:36:00+00,High,NE,COMMON ASSAULT,P223520539,2700 HALCYON AV,2700 HALCYON AV BALTIMORE MD,Lauraville,Northeastern,421.0,3.0,D4,Lauraville,Census Tract 2703.01,21214.0,485467,"2700, Halcyon Avenue, Lauraville, Baltimore, Maryland, 21214, United States","(39.347254, -76.571136, 0.0)",39.347254,-76.571136,0.0
3,3783,11646980,6101020A639EC4E3,2022/12/18 02:44:00+00,High,SW,ATT SUICIDE-VIOL,P223520551,2200 POPLAR GROVE ST,2200 POPLAR GROVE ST BALTIMORE MD,Panway/Braddish Avenue,Western,731.0,7.0,D9,Greater Mondawmin,Census Tract 1507.02,21216.0,485468,"2200, Poplar Grove Street, Walbrook, Baltimore, Maryland, 21216, United States","(39.312454450000004, -76.66624755397552, 0.0)",39.31245445,-76.66624755397552,0.0
4,3784,11646896,6101020A639ECA60,2022/12/18 03:08:00+00,High,WD,AGGRAV ASSAULT,P223520608,2100 VINE ST,2100 VINE ST BALTIMORE MD,Penrose/Fayette Street Outreach,Western,714.0,9.0,D8,Southwest Baltimore,Census Tract 2002,21223.0,485472,"2100, Vine Street, Penrose/Fayette Street Outreach, Baltimore, Maryland, 21223, United States","(39.29002225, -76.65032262028274, 0.0)",39.29002225,-76.65032262028274,0.0
5,3785,11646931,6101020A639ECB93,2022/12/18 03:13:00+00,High,ED,AUTO ACC/INJURY,P223520621,ENSOR ST/E PRESTON ST,ENSOR ST and E PRESTON ST BALTIMORE MD,Oliver,Eastern,343.0,12.0,D5,Greenmount East,Census Tract 1001,21202.0,485473,,"(None, None, None)",,,
6,3786,11649299,6101020A639F9795,2022/12/18 17:43:00+00,High,SE,COMMON ASSAULT,P223522901,100 S BROADWAY,100 S BROADWAY BALTIMORE MD,Upper Fells Point,Southeastern,212.0,13.0,D6,Fells Point,Census Tract 202,21231.0,485539,"7-Eleven, 100, South Broadway, Washington Hill, Baltimore, Maryland, 21231, United States","(39.29020615, -76.59428157424003, 0.0)",39.29020615,-76.59428157424003,0.0
7,3787,11650046,6101020A639FDD33,2022/12/18 22:40:00+00,High,ED,ARMED PERSON,P223523833,HARFORD AV/E PRESTON ST,HARFORD AV and E PRESTON ST BALTIMORE MD,Oliver,Eastern,343.0,12.0,D5,Greenmount East,Census Tract 909,21202.0,485552,,"(None, None, None)",,,
8,3788,11651351,6101020A63A05616,2022/12/19 07:16:00+00,High,NW,AGGRAV ASSAULT,P223531146,2900 OAKLEY AV,2900 OAKLEY AV BALTIMORE MD,Cylburn,Northern,532.0,6.0,D2,Pimlico/Arlington/Hilltop,Census Tract 2717,21215.0,485555,"2900, Oakley Avenue, Central Park Heights, Park Heights, Baltimore, Maryland, 21215, United States","(39.3488063, -76.66919836432012, 0.0)",39.3488063,-76.66919836432012,0.0
9,3789,11652003,6101020A63A08431,2022/12/19 10:33:00+00,High,NE,BURGLARY,P223531719,2000 LYDONLEA WY,2000 LYDONLEA WY BALTIMORE MD,Loch Raven,Northeastern,415.0,4.0,D3,Loch Raven,Census Tract 2708.03,21239.0,485575,"2000, Lydonlea Way, Loch Raven, Baltimore, Maryland, 21239, United States","(39.36008, -76.577543, 0.0)",39.36008,-76.577543,0.0
10,3790,11651888,6101020A63A090A2,2022/12/19 11:26:00+00,High,NW,NONBREATHING / A,P223531934,5200 CUTHBERT AV,5200 CUTHBERT AV BALTIMORE MD,Arlington,Northwestern,633.0,5.0,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.01,21215.0,485582,"5200, Cuthbert Avenue, Arlington, Baltimore, Maryland, 21215, United States","(39.34657970000001, -76.6807420178535, 0.0)",39.34657970000001,-76.6807420178535,0.0
11,3791,11656190,6101020A63A1C733,2022/12/20 09:31:00+00,High,SW,ARMED PERSON,P223541662,100 N HILTON ST,100 N HILTON ST BALTIMORE MD,Carroll-South Hilton,Southwestern,842.0,9.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2006,21229.0,485621,"100, North Hilton Street, Saint Josephs, Baltimore, Maryland, 21229, United States","(39.287064799999996, -76.67263566818676, 0.0)",39.2870648,-76.67263566818676,0.0
12,3792,11656442,6101020A63A1D367,2022/12/20 10:23:00+00,High,WD,AUTO ACC/INJURY,P223541854,MCCULLOH ST/N FULTON AV,MCCULLOH ST and N FULTON AV BALTIMORE MD,Parkview/Woodbrook,Western,732.0,7.0,D2,Penn North/Reservoir Hill,Census Tract 1303,21217.0,485625,,"(None, None, None)",,,
13,3793,11657379,6101020A63A219D8,2022/12/20 15:23:00+00,High,ED,COMMON ASSAULT,P223542926,2100 E PRESTON ST,2100 E PRESTON ST BALTIMORE MD,Broadway East,Eastern,331.0,13.0,D5,Clifton-Berea,Census Tract 804,21213.0,485643,"2100, East Preston Street, Broadway East, Baltimore, Maryland, 21213, United States","(39.305727, -76.588128, 0.0)",39.305727,-76.588128,0.0
14,3794,11658932,6101020A63A26E3E,2022/12/20 21:23:00+00,High,SW,SHOOTING,P223544429,900 S CATON AV,900 S CATON AV BALTIMORE MD,Violetville,Southwestern,832.0,10.0,D10,Morrell Park/Violetville,Census Tract 2501.03,21229.0,485658,"Saint Agnes Hospital, 900, South Caton Avenue, Violetville, Baltimore, Maryland, 21229, United States","(39.27154095, -76.6734578765273, 0.0)",39.27154095,-76.6734578765273,0.0
15,3795,11659041,6101020A63A274E9,2022/12/20 21:52:00+00,High,SW,DISCHRG FIREARM,P223544520,100 HILLVALE RD,100 HILLVALE RD BALTIMORE MD,Irvington,Southwestern,822.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2804.04,21229.0,485660,"100, Hillvale Road, Irvington, Baltimore, Maryland, 21229, United States","(39.285736799999995, -76.69270557147519, 0.0)",39.2857368,-76.69270557147519,0.0
16,3796,11659071,6101020A63A27BBA,2022/12/20 22:21:00+00,High,NW,AGGRAV ASSAULT,P223544606,5300 CORDELIA AV,5300 CORDELIA AV BALTIMORE MD,Arlington,Northwestern,633.0,5.0,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.01,21215.0,485661,"5300, Cordelia Avenue, Arlington, Baltimore, Maryland, 21215, United States","(39.347549, -76.683571, 0.0)",39.347549,-76.683571,0.0
17,3797,11660080,6101020A63A2CAA3,2022/12/21 03:58:00+00,High,CD,AGGRAV ASSAULT,P223550789,2900 CHERRYLAND RD,2900 CHERRYLAND RD BALTIMORE MD,Cherry Hill,Southern,922.0,10.0,D7,Cherry Hill,Census Tract 2502.04,21225.0,485677,"2900, Cherryland Road, Cherry Hill, Baltimore, Maryland, 21225, United States","(39.248952, -76.625307, 0.0)",39.248952,-76.625307,0.0
18,3798,11661859,6101020A63A36350,2022/12/21 14:49:00+00,High,CD,SHOOTING,P223552668,300 BLK W BALTIMORE ST,300 BLK W BALTIMORE ST BALTIMORE MD,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,21201.0,487142,,"(None, None, None)",,,
19,3799,11663691,6101020A63A3D283,2022/12/21 22:44:00+00,High,SE,COMMON ASSAULT,P223554465,EASTERN AV/S WASHINGTON ST,EASTERN AV and S WASHINGTON ST BALTIMORE MD,Fells Point,Southeastern,213.0,1.0,D6,Fells Point,Census Tract 203,21231.0,487168,,"(None, None, None)",,,
20,3800,11663882,6101020A63A3E24F,2022/12/21 23:51:00+00,High,NW,COMMON ASSAULT,P223554645,6300 GREENSPRING AV,6300 GREENSPRING AV BALTIMORE MD,Cheswolde,Northwestern,632.0,5.0,D1,Cross-Country/Cheswolde,Census Tract 2720.04,21209.0,487172,"6300, Greenspring Avenue, Cheswolde, Baltimore, Maryland, 21209, United States","(39.369551, -76.68163296681035, 0.0)",39.369551,-76.68163296681035,0.0
21,3801,11664211,6101020A63A3FB5C,2022/12/22 01:38:00+00,High,SD,DISCHRG FIREARM,P223560342,S MONROE ST/W LOMBARD ST,S MONROE ST and W LOMBARD ST BALTIMORE MD,Carrollton Ridge,Southern,934.0,9.0,D8,Southwest Baltimore,Census Tract 1903,21223.0,487176,,"(None, None, None)",,,
22,3802,11664549,6101020A63A42BF3,2022/12/22 05:05:00+00,High,SD,OVERDOSE,P223560852,4200 PASCAL AV,4200 PASCAL AV BALTIMORE MD,Curtis Bay,Southern,911.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,21225.0,487186,"4200, Pascal Avenue, Curtis Bay, Baltimore, Maryland, 21226, United States","(39.227627063441794, -76.59211415181399, 0.0)",39.227627063441794,-76.59211415181399,0.0
23,3803,11664669,6101020A63A437CE,2022/12/22 05:56:00+00,High,ED,BURGLARY,P223560938,600 BARTLETT AV,600 BARTLETT AV BALTIMORE MD,East Baltimore Midway,Eastern,342.0,12.0,D5,Midway/Coldstream,Census Tract 908,21218.0,487189,"600, Bartlett Avenue, East Baltimore Midway, Baltimore, Maryland, 21218, United States","(39.3173278, -76.607734, 0.0)",39.3173278,-76.607734,0.0
